sport,match_id,date,team_1,team_1_odds,team_2,team_2_odds,draw_odds,event,bet_type,snapshot_date
CS:GO,bad_news_kangaroos_arcade_jul_18,jul_18,bad_news_kangaroos,1.05,arcade,8.01,,esl_challenger_league_oceania,match_winner,2024_07_18
CS:GO,mindfreak_mantra_jul_18,jul_18,mindfreak,1.22,mantra,3.75,,esl_challenger_league_oceania,match_winner,2024_07_18
CS:GO,rooster_dxa_jul_18,jul_18,rooster,1.06,dxa,7.51,,esl_challenger_league_oceania,match_winner,2024_07_18
CS:GO,passion_ua_copenhagen_wolves_jul_18,jul_18,passion_ua,1.36,copenhagen_wolves,2.85,,cct_european_series,match_winner,2024_07_18
CS:GO,eyeballers_cybershoke_jul_18,jul_18,eyeballers,1.96,cybershoke,1.80,,res_regional_series_europe,match_winner,2024_07_18
CS:GO,arcade_bad_news_kangaroos_jul_18,jul_18,arcade,7.57,bad_news_kangaroos,1.06,,esl_challenger_league_oceania,match_winner,2024_07_18
CS:GO,dxa_rooster_jul_18,jul_18,dxa,7.47,rooster,1.06,,esl_challenger_league_oceania,match_winner,2024_07_18
CS:GO,mantra_mindfreak_jul_18,jul_18,mantra,3.73,mindfreak,1.22,,esl_challenger_league_oceania,match_winner,2024_07_18
CS:GO,purple_haze_seight_jul_18,jul_18,purple_haze,1.59,seight,2.19,,esports_battle,match_winner,2024_07_18
CS:GO,seight_purple_haze_jul_18,jul_18,seight,2.19,purple_haze,1.59,,esports_battle,match_winner,2024_07_18
CS:GO,solid_vikings_kr_jul_18,jul_18,solid,1.47,vikings_kr,2.44,,cct_south_america_series,match_winner,2024_07_18
CS:GO,insanity_kru_jul_18,jul_18,insanity,1.37,kru,2.81,,thunderpick_world_championship_sa_qualifier,match_winner,2024_07_18
CS:GO,zero_tenacity_fnatic_jul_18,jul_18,zero_tenacity,3.05,fnatic,1.36,,res_regional_series_europe,match_winner,2024_07_18
Call of Duty,new_york_subliners_seattle_surge_jul_18,jul_18,new_york_subliners,1.27,seattle_surge,3.19,,cdl,match_winner,2024_07_18
Call of Duty,clutch_rayn_x_war_noctem_x_cr_jul_18,jul_18,clutch_rayn_x_war,1.34,noctem_x_cr,2.84,,challengers_finals,match_winner,2024_07_18
Call of Duty,sgp_midnight_singapore_syndicate_jul_18,jul_18,sgp_midnight,1.85,singapore_syndicate,1.83,,challengers_finals,match_winner,2024_07_18
Call of Duty,five_media_clan_exceptional_jul_18,jul_18,five_media_clan,1.86,exceptional,1.83,,challengers_finals,match_winner,2024_07_18
Call of Duty,atlanta_faze_miami_heretics_jul_18,jul_18,atlanta_faze,1.13,miami_heretics,4.72,,cdl,match_winner,2024_07_18
Call of Duty,toronto_ultra_los_angeles_thieves_jul_18,jul_18,toronto_ultra,1.25,los_angeles_thieves,3.34,,cdl,match_winner,2024_07_18
Call of Duty,optic_texas_los_angeles_guerrillas_jul_18,jul_18,optic_texas,1.23,los_angeles_guerrillas,3.50,,cdl,match_winner,2024_07_18
