sport,match_id,date,team_1,team_1_odds,team_2,team_2_odds,draw_odds,event,bet_type,snapshot_date
CS:GO,ence_bleed_jul_23,jul_23,ence,2.00,bleed,1.77,,skyesports_championship,match_winner,2024_07_23
CS:GO,3dmax_amkal_jul_23,jul_23,3dmax,1.64,amkal,2.20,,skyesports_championship,match_winner,2024_07_23
CS:GO,mindfreak_arcade_jul_23,jul_23,mindfreak,1.60,arcade,2.16,,esl_challenger_league_oceania,match_winner,2024_07_23
CS:GO,kzg_dxa_jul_23,jul_23,kzg,1.83,dxa,1.85,,esl_challenger_league_oceania,match_winner,2024_07_23
CS:GO,metizport_ruby_jul_23,jul_23,metizport,1.35,ruby,2.88,,cct_european_series,match_winner,2024_07_23
CS:GO,the_mongolz_parivision_jul_23,jul_23,the_mongolz,1.38,parivision,2.95,,skyesports_championship,match_winner,2024_07_23
CS:GO,eternal_fire_dms_jul_23,jul_23,eternal_fire,1.15,dms,5.12,,skyesports_championship,match_winner,2024_07_23
CS:GO,purple_haze_rembaza_jul_23,jul_23,purple_haze,1.84,rembaza,1.84,,esports_battle,match_winner,2024_07_23
CS:GO,arcade_mindfreak_jul_23,jul_23,arcade,1.97,mindfreak,1.73,,esl_challenger_league_oceania,match_winner,2024_07_23
CS:GO,dxa_kzg_jul_23,jul_23,dxa,1.80,kzg,1.89,,esl_challenger_league_oceania,match_winner,2024_07_23
CS:GO,revenant_amkal_jul_23,jul_23,revenant,2.27,amkal,1.60,,skyesports_championship,match_winner,2024_07_23
CS:GO,true_rippers_bleed_jul_23,jul_23,true_rippers,11.79,bleed,1.03,,skyesports_championship,match_winner,2024_07_23
CS:GO,9ine_passion_ua_jul_23,jul_23,9ine,1.81,passion_ua,1.87,,european_pro_league,match_winner,2024_07_23
CS:GO,rembaza_purple_haze_jul_23,jul_23,rembaza,1.84,purple_haze,1.84,,esports_battle,match_winner,2024_07_23
CS:GO,sampi_copenhagen_wolves_jul_23,jul_23,sampi,1.78,copenhagen_wolves,1.90,,cct_european_series,match_winner,2024_07_23
CS:GO,sharks_youngsters_case_jul_23,jul_23,sharks_youngsters,4.99,case,1.13,,circuito_estadual_ferjee,match_winner,2024_07_23
CS:GO,fluxo_solid_jul_23,jul_23,fluxo,1.11,solid,5.46,,circuito_estadual_ferjee,match_winner,2024_07_23
CS:GO,hype_oddik_jul_23,jul_23,hype,2.75,oddik,1.38,,esl_challenger_league_south_america,match_winner,2024_07_23
CS:GO,3dmax_gun5_jul_23,jul_23,3dmax,1.41,gun5,2.65,,esl_challenger_league_europe,match_winner,2024_07_23
CS:GO,oddik_hype_jul_23,jul_23,oddik,1.45,hype,2.52,,esl_challenger_league_south_america,match_winner,2024_07_23
