sport,match_id,date,team_1,team_1_odds,team_2,team_2_odds,draw_odds,event,bet_type,snapshot_date
CS:GO,mythic_boss_jul_16,jul_16,mythic,2.26,boss,1.55,,esl_challenger_league_north_america,match_winner,2024_07_16
CS:GO,nightraid_gameinside_jul_16,jul_16,nightraid,1.71,gameinside,1.99,,esports_battle,match_winner,2024_07_16
CS:GO,gameinside_nightraid_jul_16,jul_16,gameinside,1.99,nightraid,1.71,,esports_battle,match_winner,2024_07_16
CS:GO,zero_tenacity_eyeballers_jul_16,jul_16,zero_tenacity,1.53,eyeballers,2.43,,res_regional_series_europe,match_winner,2024_07_16
CS:GO,rembaza_purple_haze_jul_16,jul_16,rembaza,1.84,purple_haze,1.84,,esports_battle,match_winner,2024_07_16
CS:GO,metizport_endpoint_jul_16,jul_16,metizport,1.42,endpoint,2.62,,cct_european_series,match_winner,2024_07_16
CS:GO,purple_haze_rembaza_jul_16,jul_16,purple_haze,1.84,rembaza,1.84,,esports_battle,match_winner,2024_07_16
CS:GO,sampi_ruby_jul_16,jul_16,sampi,1.80,ruby,1.88,,cct_european_series,match_winner,2024_07_16
CS:GO,kru_dusty_roots_jul_16,jul_16,kru,1.25,dusty_roots,3.50,,cct_south_america_series,match_winner,2024_07_16
CS:GO,fnatic_cybershoke_jul_16,jul_16,fnatic,1.09,cybershoke,7.15,,res_regional_series_europe,match_winner,2024_07_16
CS:GO,hype_sport_jul_16,jul_16,hype,1.45,sport,2.52,,cct_south_america_series,match_winner,2024_07_16
CS:GO,9ine_cph_wolves_jul_16,jul_16,9ine,1.34,cph_wolves,2.92,,shuffle_masters,match_winner,2024_07_16
CS:GO,dms_alternate_attax_jul_16,jul_16,dms,2.03,alternate_attax,1.68,,cct_european_series,match_winner,2024_07_16
CS:GO,hype_w7m_jul_16,jul_16,hype,1.50,w7m,2.37,,epl_world_series_americas,match_winner,2024_07_16
CS:GO,monte_zero_tenacity_jul_16,jul_16,monte,1.58,zero_tenacity,2.20,,esl_challenger_league_europe,match_winner,2024_07_16
CS:GO,ninjas_in_pyjamas_nexus_jul_16,jul_16,ninjas_in_pyjamas,1.05,nexus,9.24,,res_regional_series_europe,match_winner,2024_07_16
CS:GO,vikings_kr_patins_da_ferrari_jul_16,jul_16,vikings_kr,1.54,patins_da_ferrari,2.27,,cct_south_america_series,match_winner,2024_07_16
CS:GO,alternate_attax_nexus_jul_17,jul_17,alternate_attax,1.49,nexus,2.41,,elisa_invitational,match_winner,2024_07_16
CS:GO,g2_themongolz_jul_17,jul_17,g2,1.52,themongolz,2.47,,esports_world_cup,match_winner,2024_07_16
CS:GO,faze_flyquest_jul_17,jul_17,faze,1.14,flyquest,5.47,,esports_world_cup,match_winner,2024_07_16
Call of Duty,new_york_subliners_seattle_surge_jul_18,jul_18,new_york_subliners,1.27,seattle_surge,3.07,,cdl,match_winner,2024_07_16
Call of Duty,clutch_rayn_x_war_noctem_x_cr_jul_18,jul_18,clutch_rayn_x_war,1.31,noctem_x_cr,2.95,,challengers_finals,match_winner,2024_07_16
Call of Duty,sgp_midnight_singapore_syndicate_jul_18,jul_18,sgp_midnight,1.85,singapore_syndicate,1.83,,challengers_finals,match_winner,2024_07_16
Call of Duty,five_media_clan_exceptional_jul_18,jul_18,five_media_clan,1.94,exceptional,1.75,,challengers_finals,match_winner,2024_07_16
Call of Duty,atlanta_faze_miami_heretics_jul_18,jul_18,atlanta_faze,1.14,miami_heretics,4.45,,cdl,match_winner,2024_07_16
Call of Duty,toronto_ultra_los_angeles_thieves_jul_18,jul_18,toronto_ultra,1.28,los_angeles_thieves,3.03,,cdl,match_winner,2024_07_16
Call of Duty,optic_texas_los_angeles_guerrillas_jul_18,jul_18,optic_texas,1.25,los_angeles_guerrillas,3.34,,cdl,match_winner,2024_07_16
