sport,match_id,date,team_1,team_1_odds,team_2,team_2_odds,draw_odds,event,bet_type,snapshot_date
Valorant,dsyre_novo_jul_26,jul_26,dsyre,1.06,novo,7.61,,challengers_italy,match_winner,2024_07_20
Valorant,sengoku_fennel_jul_27,jul_27,sengoku,2.37,fennel,1.50,,challengers_japan,match_winner,2024_07_20
CS:GO,gameinside_nightraid_jul_20,jul_20,gameinside,1.75,nightraid,1.93,,esports_battle,match_winner,2024_07_20
CS:GO,nightraid_gameinside_jul_20,jul_20,nightraid,1.99,gameinside,1.71,,esports_battle,match_winner,2024_07_20
CS:GO,passion_ua_ruby_jul_20,jul_20,passion_ua,1.41,ruby,2.63,,cct_european_series,match_winner,2024_07_20
CS:GO,grannys_knockers_adepts_jul_20,jul_20,grannys_knockers,1.52,adepts,2.34,,cct_europe_play_in,match_winner,2024_07_20
CS:GO,rembaza_seight_jul_20,jul_20,rembaza,1.64,seight,2.10,,esports_battle,match_winner,2024_07_20
CS:GO,seight_rembaza_jul_20,jul_20,seight,2.10,rembaza,1.64,,esports_battle,match_winner,2024_07_20
CS:GO,kru_patins_da_ferrari_jul_20,jul_20,kru,1.17,patins_da_ferrari,4.39,,cct_south_america_series,match_winner,2024_07_20
CS:GO,genone_fluffy_gangsters_jul_20,jul_20,genone,2.78,fluffy_gangsters,1.37,,cct_europe_play_in,match_winner,2024_07_20
CS:GO,sampi_yenkee_academy_jul_20,jul_20,sampi,1.08,yenkee_academy,6.66,,ts_cup,match_winner,2024_07_20
CS:GO,virtus_pro_g2_jul_20,jul_20,virtus_pro,2.00,g2,1.77,,esports_world_cup,match_winner,2024_07_20
CS:GO,oddik_hype_jul_20,jul_20,oddik,1.27,hype,3.34,,epl_world_series_americas,match_winner,2024_07_20
CS:GO,insanity_intense_jul_20,jul_20,insanity,1.23,intense,3.63,,cct_south_america_series,match_winner,2024_07_20
CS:GO,elevate_perseverance_jul_20,jul_20,elevate,1.05,perseverance,8.23,,na_revival_series,match_winner,2024_07_20
CS:GO,nrg_boss_jul_20,jul_20,nrg,1.29,boss,3.23,,na_revival_series,match_winner,2024_07_20
CS:GO,solid_hype_jul_20,jul_20,solid,1.93,hype,1.76,,cct_south_america_series,match_winner,2024_07_20
CS:GO,astralis_talent_k10_jul_21,jul_21,astralis_talent,1.93,k10,1.76,,cct_europe_play_in,match_winner,2024_07_20
CS:GO,eternal_fire_revenant_jul_23,jul_23,eternal_fire,1.19,revenant,4.51,,skyesports_championship,match_winner,2024_07_20
CS:GO,bb_team_dms_jul_23,jul_23,bb_team,1.15,dms,5.25,,skyesports_championship,match_winner,2024_07_20
CS:GO,aurora_parivision_jul_23,jul_23,aurora,1.37,parivision,3.00,,skyesports_championship,match_winner,2024_07_20
CS:GO,3dmax_amkal_jul_23,jul_23,3dmax,1.59,amkal,2.30,,skyesports_championship,match_winner,2024_07_20
CS:GO,ence_bleed_jul_23,jul_23,ence,1.85,bleed,1.90,,skyesports_championship,match_winner,2024_07_20
CS:GO,eternal_fire_dms_jul_23,jul_23,eternal_fire,1.09,dms,7.16,,skyesports_championship,match_winner,2024_07_20
CS:GO,the_mongolz_parivision_jul_23,jul_23,the_mongolz,1.27,parivision,3.62,,skyesports_championship,match_winner,2024_07_20
CS:GO,revenant_amkal_jul_23,jul_23,revenant,2.29,amkal,1.59,,skyesports_championship,match_winner,2024_07_20
CS:GO,true_rippers_bleed_jul_23,jul_23,true_rippers,12.86,bleed,1.02,,skyesports_championship,match_winner,2024_07_20
